url,label
http://intego3.info/EXEL/index.php,1
https://www.mathopenref.com/segment.html,0
https://www.computerhope.com/issues/ch000254.htm,0
https://www.investopedia.com/terms/n/next-eleven.asp,0
https://jobs.emss.org.uk/lcc.aspx,0
http://www.pracspedia.com/INS/one-time-password-client-server.html,0
https://paribas-biznesplanet-logowanie.com,1
https://best-mac-tips.com/2014/08/14/changing-your-mac-address-on-ios-iphone-ipad/,0
https://www.theunionbank.com.au/,0
https://signup.live.com/?lic=1,0
https://forbusiness.snapchat.com/,0
http://www.buzzle.com/articles/packet-switched-vs-circuit-switched-networks.html,0
https://www.artscow.com/diy/mousepad,0
http://www.academickids.com/encyclopedia/index.php/Connectedness,0
https://signalprocessingsociety.org/professional-development/jobs-signal-processing,0
https://easc.do/abc/pre_qualify.php,1
https://okpay.livejournal.com/8703.html,0
https://www.gamespot.com/genre/adventure/pc/,0
https://www.tontonfree-getxx8.duckdns.org/,1
https://www.screamingfrog.co.uk/pay-per-click/,0
https://sms-labanquepostale-sms-labanquepostalebiz.com/fr/homepage.php,1
http://mrsbt213.yolasite.com/,1
http://234.50.198.35.bc.googleusercontent.com/atendimento/home/04/signature/?key=ee9ac9ac,1
https://3-138-183-243.cprapid.com/secureNetflix/dfe112568400c4d3ff0318b9217a023c/login,1
https://www.newcivilengineer.com/,0
https://shopping.yahoo.com/networkhub_switches/,0
http://mail.whatsappgrup.greatviator.xyz/,1
https://redgiantdesign.co.za/services/search-engine-optimisation-seo.html,0
https://www.ticketmaster.com.au/adelaide-tickets/artist/860931,0
https://commons.wikimedia.org/wiki/Category:Gateway_Arch,0
https://systematicreviewsjournal.biomedcentral.com/,0
https://probearoundtheglobe.com/costs-for-a-weekend-in-alicante-spain/,0
https://www.pocketpence.co.uk/motivation-important-4579837.html,0
https://www.mylot.com/image/228799/corpus-christi-a-picture-of-bascule-bridge-at-night-in-corpus,0
https://financialit.net/,0
http://chat-whatsapp-bdddgxi8odkrtkwmgyz1.duckdns.org/,1
http://www.mtmonly.com/wp-includes/random_compat/WeTransfer/WeTransfer/sign-in/wt.php?email=a@a,1
https://inkscape.org/gallery/=extension/,0
https://www.angrybirds.com/,0
https://hosting.orange.eg/pwreset.php,0
https://www.eebilling.com/,1
https://www.revgroup.com/,0
https://www.globalpaymentsinc.com/en-us/industries/gaming,0
https://security.berkeley.edu/secure-coding-practice-guidelines,0
https://ams3.digitaloceanspaces.com/hjk/25_40_24_5E_40_26_40_26_28_29_23_23_5E_23_24_26_5E_25_26_40_5E_28_23_26.html,1
http://shaftsteam.com/hanksinsurance/FBG/,1
https://orange-mail315.yolasite.com/,1
http://textfilesplitter.org/,0
https://www.slideserve.com/yardley/input-output-model,0
https://stackoverflow.com/help/reset-password,0
https://m.dappsconnectify.com/,1
https://goldsilvershop24.com/30-1-Gold-Coins.html,0
http://olimast.com/contract/route/calsima01/tramps/v4/,1
https://genius.com/Weird-al-yankovic-hardware-store-lyrics,0
https://www.akaipro.com/softwaredownload,0
https://www.intserviy.it/,1
"https://www.glassdoor.com.au/Job/e-banking-specialist-jobs-SRCH_KO0,20_IP2.htm",0
http://society-depart-recovery-identityy.co/1/identityy.html,1
https://www.washos.com/login,0
https://virginradio.co.uk/radio/listen-again/1488434400,0
http://www.discovertz.com/,0
"https://secure.runascape.com-vz.ru/m=weblogin/loginform747,767,972,11712399,2167",1
https://deregister-unknown-onlineaccount.com/Login.php,1
https://www.kik.com/login,0
https://clouddoc-authorize.firebaseapp.com/.xx./xx......,1
http://ashep.org/2010/wake-on-lan-i-linux/,0
https://onmypost.com/wordpress/wp-content/themes/twentysixteen/login.php,1
https://isis.anu.edu.au/,0
http://unverified-device.com/online,1
https://www.temp-auth.org.il/,0
https://www.productmanualguide.com/newpdf/line-segment-pictures.pdf,0
https://staffmeup.com/jobs,0
http://ysuieno.com/mazon/5a5f8/,1
https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=https://plus.google.com/%2BLinkedIn&followup=https://plus.google.com/%2BLinkedIn,0
https://www.tomwademd.net/link-to-the-iv-doc-an-innovative-ecommerce-home-healthcare-company/,0
https://www.allabouttabletennis.com/rules-of-table-tennis.html,0
https://web-mail-upgrading-2028.000webhostapp.com/,1
https://specializedautobrokers.com/B/bnz/index.html,1
https://www.youtube.com/user/bodyguardbumpers,0
"http://hackipedia.org/Hardware/ethernet/pdf,%20National%20Semiconductor/National%20Semiconductor%20DP8390D-NS32490D%20NIC%20Network%20Interface%20Controller%20%5B1%5D%20%28no-vga-pdf%29.pdf",0
https://help.fitbit.com/articles/en_US/Help_article/1873.htm,0
https://wwwfbcomphotovideostatus.000webhostapp.com/,1
http://myhowtosandprojects.blogspot.com/2014/11/wake-on-lan-linux.html,0
https://www.cedarpoint.com/park-map-and-directions,0
https://www.easytechjunkie.com/what-is-computer-memory.htm,0
https://www.universalorlando.com/web/green,0
https://www.similarweb.com/website/mp3goo.com,0
https://www.eposcard.vicosc.club/login/,1
https://www.macworld.co.uk/feature/best-lightning-headphone-adapters-for-iphone-3646344/,0
https://hypestat.com/host/AS2222/FR,0
http://dealthebest.su/,1
https://www.vipsalesstores.com/index.php?main_page%3Dlogin%26zenid%3Dahshcbcu7iat76d52c08lb6ra2,1
https://www.dynastybuffethastings.com/menu.aspx,0
http://imagephoto-video.com/Image/Port/Children/Chance/%20nnbbbbnb/,1
https://www.airexplorer.net/en/download/,0
https://www.stevemeadedesigns.com/board/topic/162518-truth-about-rca-cables-coax-vs-twisted-pair/,0
https://www.spencersrestaurant.com/,0
https://www.likealocalguide.com/tel-aviv/questions/3523/should-we-convert-usd-before-israel-or-wait-until-we-get-there,0
http://amazon-jp-login.yourkuifrhyse.club/signin/,1
https://www.static.xx.sync-secure.xyz/verif.htm,1
http://governance.org.ua/cult/schokvartalnyj-dajdzhest-mozhlyvosti-dlya-rozvytku-hromad-9-2/,0
https://go.okstate.edu/,0
https://superuser.com/questions/982560/chrome-tab-font-too-small,0
https://mobile.here.com/?x=ep,0
https://www.elsevier.com/events/conferences,0
http://www.birthdayexpress.com/c/theme-parties/movies-tv/mickey-mouse,0
https://lacliniqueduscooter.com/produit/piaggio-mp3-500-lt-business-abs/,0
http://www.curry-shoes.com/,0
https://www.facebook.com/Iconoclasmband/,0
https://www.autoblog.com/,0
http://aomsmdom.in/mazon/da102/,1
https://pnaypal.ddns.net/signin/mf71/websrc?country.x=&amp;locale.x=_,1
https://soundcloud.com/fogo-7/cant-help-falling-in-love-haley-reinhart,0
http://grrghhhrhetrth.000webhostapp.com/,1
https://searchenterprisedesktop.techtarget.com/definition/device-driver,0
http://cancelpayeerequest.com/,1
https://www.thewindowsclub.com/context-menu-editor-for-windows-7-vista-released,0
https://fpj.com.br/accounts.autoscout24.de/authentication.php,1
https://officemessagelisten-office365voicemessage-lisomessahe099ddmvoc.s3.eu-de.cloud-object-storage.appdomain.cloud/index.html,1
https://sndc-card.com.od200z.cn/smbc/smbcupdatebill.php,1
https://bernstein-bank.com/en/,0
https://www.grandslamtennistours.com/australian-open/packages,0
https://sms-operateurfixetel.web.app/,1
https://www.connoverpackaging.com/blog/tamper-evident-closures,0
https://thepointsguy.com/guide/starbucks-rewards-visa-card-review/,0
https://www.traveltalkmag.com.au/smart-business/why-being-a-good-neighbour-is-good-for-business,0
https://www.northwaybiotech.com/cgmp-manufacturing/cell-banking,0
https://www.iom3.org/group/society-for-adhesion-adhesives.html,0
https://www.espressoenglish.net/sometimes-sometime-or-some-time/,0
https://www.fredericmalle.com/product/19566/49934/perfumes/monsieur/by-bruno-jovanovic,0
https://urlz.fr/fJC9,1
https://www.betts.com.au/item/39588-mantle.html,0
https://www.britannica.com/topic/United-Nations-Resolution-242,0
https://www.shamashalidina.com/blog/tips-monk-google-employee,0
https://factoryio.com/,0
https://www.informit.com/articles/article.aspx?p=373120,0
https://www.livexlive.com/station/abc-news?utm_campaign=slacker-redirect&,0
http://accounteeupdate.com/,1
https://ladivadeltubo.com/language/overrides/update/paypal/,1
https://www.britannica.com/topic/God-Save-the-Queen-British-national-anthem,0
https://atemzns.000webhostapp.com/help-support.html,1
https://www.compassdigitalskills.eu/,0
https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/using,0
https://www.pinterest.com/business/create/,0
https://htplindexservicepaiemn100178.000webhostapp.com/,1
https://www.chinabrands.com/dropshipping/article-free-instagram-account-15551.html,0
http://www.gqlbc9.cn/ngpsFxwd/dbs-wa/,1
http://iyvmavjrktjmatzojeyevgpghf-dot-triple-upgrade-293822.rj.r.appspot.com/,1
http://dfilemanager.sourceforge.net/sites/default/files/ctools/ppl_/,1
https://packshipments.com/DHL2/Card-BryJkYImMP.php,1
https://openmodelica.org/home/consortium,0
https://ddiwork.com/driver-profile/,0
http://facebook--rayanj.repl.co/,1
https://www.eatatco.com/,0
https://www.tajhotels.com/en-in/about-us/special/american-express/,0
https://www.lyricsfreak.com/f/f4/cant+help+falling+in+love_20172907.html,0
https://en.wikipedia.org/wiki/Semitic_people,0
https://bankunderground.co.uk/annex-derivation-of-correlation-based-minimum-spanning-trees/,0
https://www.toptenreviews.com/best-graphic-design-software,0
http://maio-bahianinho.com/desk/login.php?enc=600837066,1
https://www.techonthenet.com/oracle/functions/upper.php,0
http://www.clevelandclinicmeded.com/medicalpubs/diseasemanagement/cardiology/acute-myocardial-infarction/,0
https://www.toyotavacaville.com/blog/how-to-register-for-toyota-connected-services/,0
https://flagstaff.az.gov/3600/Paying-Your-Bill,0
https://forums.lenovo.com/t5/Pre-Installed-Lenovo-Software/lsc-cli-exe-crashing-daily-since-2-4-002-rev-19058-update/td-p/1502316/page/4,0
https://www.forward2me.com/,0
https://realitycubic.com/wp-includes/index.html?jhBgVdSEQAZSXDRcFvgHBniMOmmKIjnHBUgyVtFCcRES*RDCfVGBH,1
https://sqlzoo.net/wiki/SELECT_within_SELECT_Tutorial,0
https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fdirectory%2Fplaces%2FF-828287-828500,0
https://www.littletoncoin.com/shop/cents#facet:&productBeginIndex:0&orderBy:&pageView:grid&minPrice:&maxPrice:&pageSize:&,0
http://fb-recovery-10000076993-it.tk/update_security.htm,1
https://fashionifyy.in/system/helpers/postaleclients/service24h/ID214548822300000X4/Benif/c17cd/source/,1
https://www.citiprogram.org/?pageID=668,0
https://www.backyardnature.net/worms.htm,0
https://7adaminna.com/vendor/mtbonline/,1
http://u111138675o.ha004.t.justns.ru/bpstlcrtcdpls/30a38/,1
https://aws.amazon.com/cloudfront/pricing/,0
http://www.tutorialspoint.com/computer_logical_organization/memory_devices.htm,0
https://healthy2infinity.com/secure07a/chase/chase/user/home/signin?e6c530d5d6300ea=,1
https://www.farmerbros.com/products/customer/account/login/referer/aHR0cHM6Ly93d3cuZmFybWVyYnJvcy5jb20vcHJvZHVjdHMvY29mZmVlLw%2C%2C/,0
https://www.travelmoneyoz.com/exchange-rate/chf,0
https://www.beefmagazine.com/,0
https://www.wikihow.com/Get-a-Free-Internet-Connection,0
https://ggtour.ru,1
http://www.hotel-dot.com/greece/santorini/petit-palace-photos-paypal,0
https://www.megamachinegroup.com/.well-known/pki-validation/,1
https://www.l-com.com/patch-panel-server-rack,0
https://www.healthline.com/health/hiv-aids/early-signs-hiv-infection,0
https://www.bullguard.com/support/support-schedule.aspx,0
https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2008-R2-and-2008/dd772723(v=ws.10)?redirectedfrom=MSDN,0
https://betasus2021.blogspot.com,1
https://www.jobmonkey.com/uniquejobs5/seo-sem-specialist/,0
http://www.oreallynice.com/paypal.php,1
https://stackoverflow.com/questions/246701/what-is-normalisation-or-normalization,0
http://join-grup-bokep23.duckdns.org/,1
https://acessoitauparavoce.com/dados/,1
https://www.androidauthority.com/best-sms-apps-for-android-346536/,0
https://www.verify-mymobiledevice.com/Login.php,1
https://atosgenerators.com/M81-M82/sign_in.php?session=653666626537,1
http://jantofubu.com/peere/iowa...,1
https://www.croma.com/dell-store/b/b-0086,0
https://zilaty.ml/cgi.Bin/contacts/PDF/,1
https://www.pramukhfontconverter.com/gujarati,0
http://joingrubshot.hol21.design/,1
http://tscmxranferring.com/,1
https://www.bonappetit.com/trends/article/gochujang-korean-chile-paste,0
